Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:0W3xE0wwI1dORmrkbgTIkh,"Hey Hey Hallelujah (feat. Andy Grammer)","Wildfire","Rachel Platten;Andy Grammer",2016-01-01,176240,33,false,kavya1287,2020-12-18T07:20:13Z,"","Columbia",0.564,0.962,9,-2.459,1,0.298,0.216,0.0000663,0.333,0.599,186.139,4
spotify:track:4Yp5KR2LRrnLh1PC7PUcYS,"The Pocket","Andy Grammer","Andy Grammer",2011-06-14,233666,0,false,kavya1287,2020-12-18T07:20:19Z,"","S-Curve Records",0.664,0.763,9,-5.084,1,0.122,0.0503,0,0.239,0.555,99.966,4
spotify:track:53AuxddsgPSlqM619nJhSd,"The Phoenix","Save Rock And Roll","Fall Out Boy",2013-04-12,244960,58,false,kavya1287,2020-12-18T07:21:52Z,"emo,pop punk","Island Records",0.561,0.964,4,-2.993,0,0.0719,0.000557,0.00000146,0.579,0.411,138.064,4
spotify:track:5PUawWFG1oIS2NwEcyHaCr,"Uma Thurman","American Beauty/American Psycho","Fall Out Boy",2015-01-16,211573,70,false,kavya1287,2020-12-18T07:21:58Z,"emo,pop punk","Island Records",0.623,0.961,4,-2.616,0,0.0869,0.102,0.000171,0.264,0.668,149.963,4
spotify:track:3znPiywA0q1VK2jgAZFDoI,"Irresistible","American Beauty/American Psycho","Fall Out Boy",2015-01-16,206506,64,false,kavya1287,2020-12-18T07:22:05Z,"emo,pop punk","Island Records",0.485,0.938,2,-3.123,1,0.112,0.0706,0,0.236,0.444,165.049,4
spotify:track:3nSiB5WCF2pmRQrYSsteHv,"Young Volcanoes","Save Rock And Roll","Fall Out Boy",2013-04-12,204506,54,false,kavya1287,2020-12-18T07:22:14Z,"emo,pop punk","Island Records",0.599,0.853,11,-3.878,0,0.0365,0.00123,0.000504,0.37,0.676,94.998,4
spotify:track:1ychZD7Tj9uGxqOYlCQPYD,"Centuries","Throwback Hits","Fall Out Boy",2020-12-18,228760,30,false,kavya1287,2020-12-18T07:22:22Z,"emo,pop punk","UME - Global Clearing House",0.391,0.864,4,-2.841,0,0.0731,0.00409,0,0.1,0.523,176.016,4
spotify:track:0VjIjW4GlUZAMYd2vXMi3b,"Blinding Lights","After Hours","The Weeknd",2020-03-20,200040,91,false,kavya1287,2020-12-18T19:07:56Z,"","Republic Records",0.513,0.73,1,-5.94,1,0.0598,0.00143,0.0000954,0.0897,0.334,171.001,4
spotify:track:7fBv7CLKzipRk6EC6TWHOB,"The Hills","Beauty Behind The Madness","The Weeknd",2015-08-28,242253,88,true,kavya1287,2020-12-18T19:08:03Z,"","Universal Republic Records",0.585,0.564,0,-7.063,0,0.0515,0.0671,0,0.135,0.137,113.003,4
spotify:track:7MXVkk9YMctZqd1Srtv4MB,"Starboy","Starboy","The Weeknd;Daft Punk",2016-11-25,230453,91,true,kavya1287,2020-12-18T19:08:10Z,"french house,electronic,electro","Universal Republic Records",0.679,0.587,7,-7.015,1,0.276,0.141,0.00000635,0.137,0.486,186.003,4
